type,name,file,line,citation,source,priority,classification,evidence,notes,suggested_action
symbol,PlantIntelligenceRemoteDataSource,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,11,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:11,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,syncPlantCondition,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,19,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:19,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,syncRecommendation,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,48,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:48,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getRemoteRecommendations,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,55,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:55,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,syncWeatherCondition,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,77,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:77,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getRemoteUserGardens,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,113,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:113,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,isConnected,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,248,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:248,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getSyncStatus,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,253,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:253,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,forceFullSync,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,260,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:260,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,cancelSync,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,265,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:265,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,SyncStatus,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,269,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:269,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PlantIntelligenceRemoteDataSourceImpl,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,291,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:291,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PlantIntelligenceRemoteDataSourceException,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,539,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:539,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,WeatherDataResult,lib/features/plant_intelligence/data/datasources/weather_datasource.dart,71,12†lib\features\plant_intelligence\data\datasources\weather_datasource.dart:71,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,latestDaily,lib/features/plant_intelligence/data/datasources/weather_datasource.dart,109,12†lib\features\plant_intelligence\data\datasources\weather_datasource.dart:109,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,WeatherDataSourceException,lib/features/plant_intelligence/data/datasources/weather_datasource.dart,296,12†lib\features\plant_intelligence\data\datasources\weather_datasource.dart:296,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MultiGardenMigration,lib/features/plant_intelligence/data/migration/multi_garden_migration.dart,25,12†lib\features\plant_intelligence\data\migration\multi_garden_migration.dart:25,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,matchingPlanting,lib/features/plant_intelligence/data/migration/multi_garden_migration.dart,261,12†lib\features\plant_intelligence\data\migration\multi_garden_migration.dart:261,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,recommendationsBox,lib/features/plant_intelligence/data/migration/multi_garden_migration.dart,313,12†lib\features\plant_intelligence\data\migration\multi_garden_migration.dart:313,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,allObservations,lib/features/plant_intelligence/data/repositories/biological_control_repository_impl.dart,240,12†lib\features\plant_intelligence\data\repositories\biological_control_repository_impl.dart:240,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,unifiedContext,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,245,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:245,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getPlantConditions,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,1295,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:1295,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,plantingSeasonStr,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,1512,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:1512,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,harvestSeasonStr,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,1515,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:1515,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,androidPlugin,lib/features/plant_intelligence/data/services/flutter_notification_service.dart,110,12†lib\features\plant_intelligence\data\services\flutter_notification_service.dart:110,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,iosPlugin,lib/features/plant_intelligence/data/services/flutter_notification_service.dart,131,12†lib\features\plant_intelligence\data\services\flutter_notification_service.dart:131,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,macOSPlugin,lib/features/plant_intelligence/data/services/flutter_notification_service.dart,143,12†lib\features\plant_intelligence\data\services\flutter_notification_service.dart:143,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,pendingNotifications,lib/features/plant_intelligence/data/services/flutter_notification_service.dart,377,12†lib\features\plant_intelligence\data\services\flutter_notification_service.dart:377,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,NotificationTypeAdapter,lib/features/plant_intelligence/data/services/notification_initialization.dart,115,12†lib\features\plant_intelligence\data\services\notification_initialization.dart:115,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""85"", ""snippet"": ""class NotificationTypeAdapter extends TypeAdapter<NotificationType> {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""139"", ""snippet"": ""other is NotificationTypeAdapter &&""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""85"", ""snippet"": ""class NotificationTypeAdapter extends TypeAdapter<NotificationType> {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""139"", ""snippet"": ""other is NotificationTypeAdapter &&""}]",export missing; referenced_in_generated,manual_review
symbol,NotificationPriorityAdapter,lib/features/plant_intelligence/data/services/notification_initialization.dart,130,12†lib\features\plant_intelligence\data\services\notification_initialization.dart:130,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""144"", ""snippet"": ""class NotificationPriorityAdapter extends TypeAdapter<NotificationPriority> {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""188"", ""snippet"": ""other is NotificationPriorityAdapter &&""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""144"", ""snippet"": ""class NotificationPriorityAdapter extends TypeAdapter<NotificationPriority> {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""188"", ""snippet"": ""other is NotificationPriorityAdapter &&""}]",export missing; referenced_in_generated,manual_review
symbol,NotificationStatusAdapter,lib/features/plant_intelligence/data/services/notification_initialization.dart,145,12†lib\features\plant_intelligence\data\services\notification_initialization.dart:145,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""193"", ""snippet"": ""class NotificationStatusAdapter extends TypeAdapter<NotificationStatus> {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""237"", ""snippet"": ""other is NotificationStatusAdapter &&""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""193"", ""snippet"": ""class NotificationStatusAdapter extends TypeAdapter<NotificationStatus> {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/notification_alert.g.dart"", ""line"": ""237"", ""snippet"": ""other is NotificationStatusAdapter &&""}]",export missing; referenced_in_generated,manual_review
symbol,deleteArchivedNotifications,lib/features/plant_intelligence/data/services/plant_notification_service.dart,325,12†lib\features\plant_intelligence\data\services\plant_notification_service.dart:325,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,archivedNotifications,lib/features/plant_intelligence/data/services/plant_notification_service.dart,330,12†lib\features\plant_intelligence\data\services\plant_notification_service.dart:330,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,isNotificationTypeEnabled,lib/features/plant_intelligence/data/services/plant_notification_service.dart,671,12†lib\features\plant_intelligence\data\services\plant_notification_service.dart:671,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PlantAnalysisResultExtension,lib/features/plant_intelligence/domain/entities/analysis_result.dart,62,12†lib\features\plant_intelligence\domain\entities\analysis_result.dart:62,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,HabitatRequirements,lib/features/plant_intelligence/domain/entities/beneficial_insect.dart,9,12†lib\features\plant_intelligence\domain\entities\beneficial_insect.dart:9,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.freezed.dart"", ""line"": ""17"", ""snippet"": ""HabitatRequirements _$HabitatRequirementsFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.freezed.dart"", ""line"": ""22"", ""snippet"": ""mixin _$HabitatRequirements {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.freezed.dart"", ""line"": ""29"", ""snippet"": ""$HabitatRequirementsCopyWith<HabitatRequirements> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.g.dart"", ""line"": ""109"", ""snippet"": ""HabitatRequirements.fromJson(json['habitat'] as Map<String, dynamic>),""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.freezed.dart"", ""line"": ""17"", ""snippet"": ""HabitatRequirements _$HabitatRequirementsFromJson(Map<String, dynamic> json) {""}]",export missing; referenced_in_generated,manual_review
symbol,BeneficialInsectHive,lib/features/plant_intelligence/domain/entities/beneficial_insect.dart,48,12†lib\features\plant_intelligence\domain\entities\beneficial_insect.dart:48,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.g.dart"", ""line"": ""9"", ""snippet"": ""class BeneficialInsectHiveAdapter extends TypeAdapter<BeneficialInsectHive> {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.g.dart"", ""line"": ""14"", ""snippet"": ""BeneficialInsectHive read(BinaryReader reader) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.g.dart"", ""line"": ""19"", ""snippet"": ""return BeneficialInsectHive()""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.g.dart"", ""line"": ""9"", ""snippet"": ""class BeneficialInsectHiveAdapter extends TypeAdapter<BeneficialInsectHive> {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/beneficial_insect.g.dart"", ""line"": ""14"", ""snippet"": ""BeneficialInsectHive read(BinaryReader reader) {""}]",export missing; referenced_in_generated,manual_review
symbol,BioControlRecommendationHive,lib/features/plant_intelligence/domain/entities/bio_control_recommendation.dart,64,12†lib\features\plant_intelligence\domain\entities\bio_control_recommendation.dart:64,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/bio_control_recommendation.g.dart"", ""line"": ""10"", ""snippet"": ""extends TypeAdapter<BioControlRecommendationHive> {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/bio_control_recommendation.g.dart"", ""line"": ""15"", ""snippet"": ""BioControlRecommendationHive read(BinaryReader reader) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/bio_control_recommendation.g.dart"", ""line"": ""20"", ""snippet"": ""return BioControlRecommendationHive()""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/bio_control_recommendation.g.dart"", ""line"": ""10"", ""snippet"": ""extends TypeAdapter<BioControlRecommendationHive> {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/bio_control_recommendation.g.dart"", ""line"": ""15"", ""snippet"": ""BioControlRecommendationHive read(BinaryReader reader) {""}]",export missing; referenced_in_generated,manual_review
symbol,ConditionStatusExtension,lib/features/plant_intelligence/domain/entities/condition_enums.dart,105,12†lib\features\plant_intelligence\domain\entities\condition_enums.dart:105,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,RecommendationTypeExtension,lib/features/plant_intelligence/domain/entities/condition_enums.dart,193,12†lib\features\plant_intelligence\domain\entities\condition_enums.dart:193,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,RecommendationPriorityExtension,lib/features/plant_intelligence/domain/entities/condition_enums.dart,255,12†lib\features\plant_intelligence\domain\entities\condition_enums.dart:255,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,WeatherTrendExtension,lib/features/plant_intelligence/domain/entities/condition_enums.dart,324,12†lib\features\plant_intelligence\domain\entities\condition_enums.dart:324,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,SoilTypeExtension,lib/features/plant_intelligence/domain/entities/condition_enums.dart,370,12†lib\features\plant_intelligence\domain\entities\condition_enums.dart:370,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,ExposureTypeExtension,lib/features/plant_intelligence/domain/entities/condition_enums.dart,432,12†lib\features\plant_intelligence\domain\entities\condition_enums.dart:432,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,TemperatureCondition,lib/features/plant_intelligence/domain/entities/condition_models.dart,9,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:9,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""17"", ""snippet"": ""TemperatureCondition _$TemperatureConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""22"", ""snippet"": ""mixin _$TemperatureCondition {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""46"", ""snippet"": ""$TemperatureConditionCopyWith<TemperatureCondition> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""17"", ""snippet"": ""TemperatureCondition _$TemperatureConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""22"", ""snippet"": ""mixin _$TemperatureCondition {""}]",export missing; referenced_in_generated,manual_review
symbol,MoistureCondition,lib/features/plant_intelligence/domain/entities/condition_models.dart,68,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:68,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""331"", ""snippet"": ""MoistureCondition _$MoistureConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""336"", ""snippet"": ""mixin _$MoistureCondition {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""363"", ""snippet"": ""$MoistureConditionCopyWith<MoistureCondition> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""331"", ""snippet"": ""MoistureCondition _$MoistureConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""336"", ""snippet"": ""mixin _$MoistureCondition {""}]",export missing; referenced_in_generated,manual_review
symbol,LightCondition,lib/features/plant_intelligence/domain/entities/condition_models.dart,132,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:132,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""679"", ""snippet"": ""LightCondition _$LightConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""684"", ""snippet"": ""mixin _$LightCondition {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""717"", ""snippet"": ""$LightConditionCopyWith<LightCondition> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""679"", ""snippet"": ""LightCondition _$LightConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""684"", ""snippet"": ""mixin _$LightCondition {""}]",export missing; referenced_in_generated,manual_review
symbol,SoilCondition,lib/features/plant_intelligence/domain/entities/condition_models.dart,212,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:212,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1082"", ""snippet"": ""SoilCondition _$SoilConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1087"", ""snippet"": ""mixin _$SoilCondition {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1123"", ""snippet"": ""$SoilConditionCopyWith<SoilCondition> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1082"", ""snippet"": ""SoilCondition _$SoilConditionFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1087"", ""snippet"": ""mixin _$SoilCondition {""}]",export missing; referenced_in_generated,manual_review
symbol,RiskFactor,lib/features/plant_intelligence/domain/entities/condition_models.dart,317,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:317,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1513"", ""snippet"": ""RiskFactor _$RiskFactorFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1518"", ""snippet"": ""mixin _$RiskFactor {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1548"", ""snippet"": ""$RiskFactorCopyWith<RiskFactor> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1513"", ""snippet"": ""RiskFactor _$RiskFactorFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1518"", ""snippet"": ""mixin _$RiskFactor {""}]",export missing; referenced_in_generated,manual_review
symbol,Opportunity,lib/features/plant_intelligence/domain/entities/condition_models.dart,353,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:353,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/core/services/plant_condition_analyzer.dart"", ""line"": ""666"", ""snippet"": ""for (final opportunity in opportunities.take(3)) {""}, {""kind"": ""occurrence"", ""file"": ""lib/core/services/plant_condition_analyzer.dart"", ""line"": ""667"", ""snippet"": ""if (opportunity.contains('lumière')) {""}, {""kind"": ""occurrence"", ""file"": ""lib/core/services/plant_condition_analyzer.dart"", ""line"": ""673"", ""snippet"": ""if (opportunity.contains('Enrichir avec:')) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1907"", ""snippet"": ""Opportunity _$OpportunityFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""1912"", ""snippet"": ""mixin _$Opportunity {""}]",export missing; referenced_in_generated,manual_review
symbol,CompanionPlant,lib/features/plant_intelligence/domain/entities/condition_models.dart,428,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:428,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""2699"", ""snippet"": ""CompanionPlant _$CompanionPlantFromJson(Map<String, dynamic> json) {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""2704"", ""snippet"": ""mixin _$CompanionPlant {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""2728"", ""snippet"": ""$CompanionPlantCopyWith<CompanionPlant> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""2699"", ""snippet"": ""CompanionPlant _$CompanionPlantFromJson(Map<String, dynamic> json) {""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/condition_models.freezed.dart"", ""line"": ""2704"", ""snippet"": ""mixin _$CompanionPlant {""}]",export missing; referenced_in_generated,manual_review
symbol,TemperatureConditionExtension,lib/features/plant_intelligence/domain/entities/condition_models.dart,457,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:457,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MoistureConditionExtension,lib/features/plant_intelligence/domain/entities/condition_models.dart,475,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:475,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,LightConditionExtension,lib/features/plant_intelligence/domain/entities/condition_models.dart,493,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:493,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,intensityScore,lib/features/plant_intelligence/domain/entities/condition_models.dart,496,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:496,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,SoilConditionExtension,lib/features/plant_intelligence/domain/entities/condition_models.dart,507,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:507,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,phScore,lib/features/plant_intelligence/domain/entities/condition_models.dart,510,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:510,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,nutrientScore,lib/features/plant_intelligence/domain/entities/condition_models.dart,514,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:514,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,drainageScore,lib/features/plant_intelligence/domain/entities/condition_models.dart,515,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:515,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,RiskFactorExtension,lib/features/plant_intelligence/domain/entities/condition_models.dart,531,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:531,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,OpportunityExtension,lib/features/plant_intelligence/domain/entities/condition_models.dart,543,12†lib\features\plant_intelligence\domain\entities\condition_models.dart:543,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,GardenContextExtension,lib/features/plant_intelligence/domain/entities/garden_context.dart,335,12†lib\features\plant_intelligence\domain\entities\garden_context.dart:335,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,profit,lib/features/plant_intelligence/domain/entities/garden_context.dart,362,12†lib\features\plant_intelligence\domain\entities\garden_context.dart:362,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,diversityRatio,lib/features/plant_intelligence/domain/entities/garden_context.dart,442,12†lib\features\plant_intelligence\domain\entities\garden_context.dart:442,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,SoilInfoExtension,lib/features/plant_intelligence/domain/entities/garden_context.dart,460,12†lib\features\plant_intelligence\domain\entities\garden_context.dart:460,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PlantIntelligenceReportExtension,lib/features/plant_intelligence/domain/entities/intelligence_report.dart,91,12†lib\features\plant_intelligence\domain\entities\intelligence_report.dart:91,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,IntelligentSuggestion,lib/features/plant_intelligence/domain/entities/intelligent_suggestion.dart,12,12†lib\features\plant_intelligence\domain\entities\intelligent_suggestion.dart:12,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/intelligent_suggestion.freezed.dart"", ""line"": ""17"", ""snippet"": ""IntelligentSuggestion _$IntelligentSuggestionFromJson(""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/intelligent_suggestion.freezed.dart"", ""line"": ""23"", ""snippet"": ""mixin _$IntelligentSuggestion {""}, {""kind"": ""occurrence"", ""file"": ""lib/features/plant_intelligence/domain/entities/intelligent_suggestion.freezed.dart"", ""line"": ""55"", ""snippet"": ""$IntelligentSuggestionCopyWith<IntelligentSuggestion> get copyWith =>""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/intelligent_suggestion.freezed.dart"", ""line"": ""17"", ""snippet"": ""IntelligentSuggestion _$IntelligentSuggestionFromJson(""}, {""kind"": ""generated_reference"", ""file"": ""lib/features/plant_intelligence/domain/entities/intelligent_suggestion.freezed.dart"", ""line"": ""23"", ""snippet"": ""mixin _$IntelligentSuggestion {""}]",export missing; referenced_in_generated,manual_review
