type,name,file,line,citation,source,priority,classification,evidence,notes,suggested_action
symbol,PredictionConfidence,lib/core/services/intelligence/predictive_analytics_service.dart,10,12†lib\core\services\intelligence\predictive_analytics_service.dart:10,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,TimeSeriesPrediction,lib/core/services/intelligence/predictive_analytics_service.dart,19,12†lib\core\services\intelligence\predictive_analytics_service.dart:19,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,TrendAnalysis,lib/core/services/intelligence/predictive_analytics_service.dart,60,12†lib\core\services\intelligence\predictive_analytics_service.dart:60,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,AnomalyDetectionResult,lib/core/services/intelligence/predictive_analytics_service.dart,96,12†lib\core\services\intelligence\predictive_analytics_service.dart:96,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,predictions,lib/core/services/intelligence/predictive_analytics_service.dart,165,12†lib\core\services\intelligence\predictive_analytics_service.dart:165,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,lastTimestamp,lib/core/services/intelligence/predictive_analytics_service.dart,166,12†lib\core\services\intelligence\predictive_analytics_service.dart:166,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,predictedValue,lib/core/services/intelligence/predictive_analytics_service.dart,170,12†lib\core\services\intelligence\predictive_analytics_service.dart:170,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,effectiveThreshold,lib/core/services/intelligence/predictive_analytics_service.dart,273,12†lib\core\services\intelligence\predictive_analytics_service.dart:273,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,anomalies,lib/core/services/intelligence/predictive_analytics_service.dart,274,12†lib\core\services\intelligence\predictive_analytics_service.dart:274,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,baseYield,lib/core/services/intelligence/predictive_analytics_service.dart,343,12†lib\core\services\intelligence\predictive_analytics_service.dart:343,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,meanX,lib/core/services/intelligence/predictive_analytics_service.dart,394,12†lib\core\services\intelligence\predictive_analytics_service.dart:394,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,meanY,lib/core/services/intelligence/predictive_analytics_service.dart,395,12†lib\core\services\intelligence\predictive_analytics_service.dart:395,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,numerator,lib/core/services/intelligence/predictive_analytics_service.dart,398,12†lib\core\services\intelligence\predictive_analytics_service.dart:398,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,denominator,lib/core/services/intelligence/predictive_analytics_service.dart,399,12†lib\core\services\intelligence\predictive_analytics_service.dart:399,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,slope,lib/core/services/intelligence/predictive_analytics_service.dart,400,12†lib\core\services\intelligence\predictive_analytics_service.dart:400,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,intercept,lib/core/services/intelligence/predictive_analytics_service.dart,401,12†lib\core\services\intelligence\predictive_analytics_service.dart:401,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,quarters,lib/core/services/intelligence/predictive_analytics_service.dart,474,12†lib\core\services\intelligence\predictive_analytics_service.dart:474,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,seasonalFactors,lib/core/services/intelligence/predictive_analytics_service.dart,481,12†lib\core\services\intelligence\predictive_analytics_service.dart:481,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,weatherScore,lib/core/services/intelligence/predictive_analytics_service.dart,495,12†lib\core\services\intelligence\predictive_analytics_service.dart:495,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,soilHealth,lib/core/services/intelligence/predictive_analytics_service.dart,501,12†lib\core\services\intelligence\predictive_analytics_service.dart:501,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,careLevel,lib/core/services/intelligence/predictive_analytics_service.dart,507,12†lib\core\services\intelligence\predictive_analytics_service.dart:507,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,ProcessingPriority,lib/core/services/intelligence/real_time_data_processor.dart,9,12†lib\core\services\intelligence\real_time_data_processor.dart:9,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,DataEvent,lib/core/services/intelligence/real_time_data_processor.dart,17,12†lib\core\services\intelligence\real_time_data_processor.dart:17,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,ProcessingResult,lib/core/services/intelligence/real_time_data_processor.dart,50,12†lib\core\services\intelligence\real_time_data_processor.dart:50,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,StreamStatistics,lib/core/services/intelligence/real_time_data_processor.dart,77,12†lib\core\services\intelligence\real_time_data_processor.dart:77,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,RealTimeDataProcessor,lib/core/services/intelligence/real_time_data_processor.dart,113,12†lib\core\services\intelligence\real_time_data_processor.dart:113,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,onEvent,lib/core/services/intelligence/real_time_data_processor.dart,277,12†lib\core\services\intelligence\real_time_data_processor.dart:277,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,subscriptionId,lib/core/services/intelligence/real_time_data_processor.dart,288,12†lib\core\services\intelligence\real_time_data_processor.dart:288,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,elapsedSeconds,lib/core/services/intelligence/real_time_data_processor.dart,411,12†lib\core\services\intelligence\real_time_data_processor.dart:411,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,throughput,lib/core/services/intelligence/real_time_data_processor.dart,415,12†lib\core\services\intelligence\real_time_data_processor.dart:415,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,clearQueue,lib/core/services/intelligence/real_time_data_processor.dart,443,12†lib\core\services\intelligence\real_time_data_processor.dart:443,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,StreamWindow,lib/core/services/intelligence/real_time_data_processor.dart,483,12†lib\core\services\intelligence\real_time_data_processor.dart:483,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,bufferCount,lib/core/services/intelligence/real_time_data_processor.dart,501,12†lib\core\services\intelligence\real_time_data_processor.dart:501,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,prevWeather,lib/core/services/intelligence_auto_notifier.dart,195,12†lib\core\services\intelligence_auto_notifier.dart:195,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,currWeather,lib/core/services/intelligence_auto_notifier.dart,196,12†lib\core\services\intelligence_auto_notifier.dart:196,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,latestArchive,lib/core/services/migration/data_archival_service.dart,129,12†lib\core\services\migration\data_archival_service.dart:129,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,restoreFromArchive,lib/core/services/migration/data_archival_service.dart,140,12†lib\core\services\migration\data_archival_service.dart:140,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,files,lib/core/services/migration/data_archival_service.dart,151,12†lib\core\services\migration\data_archival_service.dart:151,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,restoredCount,lib/core/services/migration/data_archival_service.dart,158,12†lib\core\services\migration\data_archival_service.dart:158,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,listAvailableArchives,lib/core/services/migration/data_archival_service.dart,188,12†lib\core\services\migration\data_archival_service.dart:188,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,toDelete,lib/core/services/migration/data_archival_service.dart,229,12†lib\core\services\migration\data_archival_service.dart:229,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,archiveDir,lib/core/services/migration/data_archival_service.dart,256,12†lib\core\services\migration\data_archival_service.dart:256,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,DataArchivalException,lib/core/services/migration/data_archival_service.dart,373,12†lib\core\services\migration\data_archival_service.dart:373,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,validCount,lib/core/services/migration/data_integrity_validator.dart,58,12†lib\core\services\migration\data_integrity_validator.dart:58,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,validationRate,lib/core/services/migration/data_integrity_validator.dart,71,12†lib\core\services\migration\data_integrity_validator.dart:71,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,isSystemValid,lib/core/services/migration/data_integrity_validator.dart,86,12†lib\core\services\migration\data_integrity_validator.dart:86,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,coherentCount,lib/core/services/migration/data_integrity_validator.dart,195,12†lib\core\services\migration\data_integrity_validator.dart:195,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,incoherentCount,lib/core/services/migration/data_integrity_validator.dart,196,12†lib\core\services\migration\data_integrity_validator.dart:196,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,existsInLegacy,lib/core/services/migration/data_integrity_validator.dart,224,12†lib\core\services\migration\data_integrity_validator.dart:224,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,totalChecked,lib/core/services/migration/data_integrity_validator.dart,232,12†lib\core\services\migration\data_integrity_validator.dart:232,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,descriptionMatch,lib/core/services/migration/data_integrity_validator.dart,333,12†lib\core\services\migration\data_integrity_validator.dart:333,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,locationMatch,lib/core/services/migration/data_integrity_validator.dart,352,12†lib\core\services\migration\data_integrity_validator.dart:352,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,validateGardenBatch,lib/core/services/migration/data_integrity_validator.dart,369,12†lib\core\services\migration\data_integrity_validator.dart:369,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,attemptAutoFix,lib/core/services/migration/data_integrity_validator.dart,495,12†lib\core\services\migration\data_integrity_validator.dart:495,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,DataIntegrityException,lib/core/services/migration/data_integrity_validator.dart,586,12†lib\core\services\migration\data_integrity_validator.dart:586,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,legacySuccess,lib/core/services/migration/dual_write_service.dart,120,12†lib\core\services\migration\dual_write_service.dart:120,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,modernSuccess,lib/core/services/migration/dual_write_service.dart,121,12†lib\core\services\migration\dual_write_service.dart:121,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,totalLegacyWrites,lib/core/services/migration/dual_write_service.dart,456,12†lib\core\services\migration\dual_write_service.dart:456,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,totalModernWrites,lib/core/services/migration/dual_write_service.dart,458,12†lib\core\services\migration\dual_write_service.dart:458,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,DualWriteException,lib/core/services/migration/dual_write_service.dart,530,12†lib\core\services\migration\dual_write_service.dart:530,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,cleanupBox,lib/core/services/migration/legacy_cleanup_service.dart,126,12†lib\core\services\migration\legacy_cleanup_service.dart:126,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,cleanupGardensOnly,lib/core/services/migration/legacy_cleanup_service.dart,187,12†lib\core\services\migration\legacy_cleanup_service.dart:187,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,gardenBoxes,lib/core/services/migration/legacy_cleanup_service.dart,191,12†lib\core\services\migration\legacy_cleanup_service.dart:191,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/app_initializer.dart"", ""line"": ""139"", ""snippet"": ""await GardenBoxes.initialize();""}, {""kind"": ""occurrence"", ""file"": ""lib/app_initializer.dart"", ""line"": ""166"", ""snippet"": ""await GardenBoxes.initialize();""}, {""kind"": ""occurrence"", ""file"": ""lib/core/data/hive/garden_boxes.dart"", ""line"": ""6"", ""snippet"": ""class GardenBoxes {""}]",export missing,manual_review
symbol,cleanupGardenRelatedEntities,lib/core/services/migration/legacy_cleanup_service.dart,207,12†lib\core\services\migration\legacy_cleanup_service.dart:207,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,relatedBoxes,lib/core/services/migration/legacy_cleanup_service.dart,211,12†lib\core\services\migration\legacy_cleanup_service.dart:211,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,cleanupPlantsOnly,lib/core/services/migration/legacy_cleanup_service.dart,227,12†lib\core\services\migration\legacy_cleanup_service.dart:227,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,plantBoxes,lib/core/services/migration/legacy_cleanup_service.dart,231,12†lib\core\services\migration\legacy_cleanup_service.dart:231,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/app_initializer.dart"", ""line"": ""140"", ""snippet"": ""await PlantBoxes.initialize();""}, {""kind"": ""occurrence"", ""file"": ""lib/app_initializer.dart"", ""line"": ""167"", ""snippet"": ""await PlantBoxes.initialize();""}, {""kind"": ""occurrence"", ""file"": ""lib/core/data/hive/hive_service.dart"", ""line"": ""20"", ""snippet"": ""// Les boxes suivantes sont déjà ouvertes par GardenBoxes et PlantBoxes :""}]",export missing,manual_review
symbol,LegacyCleanupException,lib/core/services/migration/legacy_cleanup_service.dart,354,12†lib\core\services\migration\legacy_cleanup_service.dart:354,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,minCount,lib/core/services/migration/migration_health_checker.dart,205,12†lib\core\services\migration\migration_health_checker.dart:205,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,errorChecks,lib/core/services/migration/migration_health_checker.dart,226,12†lib\core\services\migration\migration_health_checker.dart:226,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,HealthCheckException,lib/core/services/migration/migration_health_checker.dart,444,12†lib\core\services\migration\migration_health_checker.dart:444,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MigrationEvent,lib/core/services/migration/migration_models.dart,213,12†lib\core\services\migration\migration_models.dart:213,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/core/services/migration/migration_models.freezed.dart"", ""line"": ""1805"", ""snippet"": ""mixin _$MigrationEvent {""}, {""kind"": ""occurrence"", ""file"": ""lib/core/services/migration/migration_models.freezed.dart"", ""line"": ""1814"", ""snippet"": ""$MigrationEventCopyWith<MigrationEvent> get copyWith =>""}, {""kind"": ""occurrence"", ""file"": ""lib/core/services/migration/migration_models.freezed.dart"", ""line"": ""1821"", ""snippet"": ""MigrationEvent value, $Res Function(MigrationEvent) then) =""}, {""kind"": ""generated_reference"", ""file"": ""lib/core/services/migration/migration_models.freezed.dart"", ""line"": ""1805"", ""snippet"": ""mixin _$MigrationEvent {""}, {""kind"": ""generated_reference"", ""file"": ""lib/core/services/migration/migration_models.freezed.dart"", ""line"": ""1814"", ""snippet"": ""$MigrationEventCopyWith<MigrationEvent> get copyWith =>""}]",export missing; referenced_in_generated,manual_review
symbol,MigrationOrchestrator,lib/core/services/migration/migration_orchestrator.dart,34,12†lib\core\services\migration\migration_orchestrator.dart:34,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,startCompleteMigration,lib/core/services/migration/migration_orchestrator.dart,82,12†lib\core\services\migration\migration_orchestrator.dart:82,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,rollbackMigration,lib/core/services/migration/migration_orchestrator.dart,109,12†lib\core\services\migration\migration_orchestrator.dart:109,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,migrateGarden,lib/core/services/migration/migration_orchestrator.dart,184,12†lib\core\services\migration\migration_orchestrator.dart:184,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,coherent,lib/core/services/migration/migration_orchestrator.dart,223,12†lib\core\services\migration\migration_orchestrator.dart:223,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,enableDualWriteMode,lib/core/services/migration/migration_orchestrator.dart,368,12†lib\core\services\migration\migration_orchestrator.dart:368,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,disableDualWriteMode,lib/core/services/migration/migration_orchestrator.dart,448,12†lib\core\services\migration\migration_orchestrator.dart:448,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,cleanupLegacySystem,lib/core/services/migration/migration_orchestrator.dart,485,12†lib\core\services\migration\migration_orchestrator.dart:485,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getCurrentProgress,lib/core/services/migration/migration_orchestrator.dart,572,12†lib\core\services\migration\migration_orchestrator.dart:572,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getHealthReport,lib/core/services/migration/migration_orchestrator.dart,589,12†lib\core\services\migration\migration_orchestrator.dart:589,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,checkCount,lib/core/services/migration/migration_orchestrator.dart,842,12†lib\core\services\migration\migration_orchestrator.dart:842,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MigrationException,lib/core/services/migration/migration_orchestrator.dart,905,12†lib\core\services\migration\migration_orchestrator.dart:905,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,increaseModernReadPercentage,lib/core/services/migration/read_switch_service.dart,113,12†lib\core\services\migration\read_switch_service.dart:113,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,oldPercentage,lib/core/services/migration/read_switch_service.dart,115,12†lib\core\services\migration\read_switch_service.dart:115,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,totalReads,lib/core/services/migration/read_switch_service.dart,359,12†lib\core\services\migration\read_switch_service.dart:359,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,ReadSource,lib/core/services/migration/read_switch_service.dart,413,12†lib\core\services\migration\read_switch_service.dart:413,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,GradualSwitchStrategy,lib/core/services/migration/read_switch_service.dart,420,12†lib\core\services\migration\read_switch_service.dart:420,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,ReadSwitchException,lib/core/services/migration/read_switch_service.dart,428,12†lib\core\services\migration\read_switch_service.dart:428,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,AlertType,lib/core/services/monitoring/alerting_service.dart,17,12†lib\core\services\monitoring\alerting_service.dart:17,unused_symbols,high,likely_used,"[{""kind"": ""occurrence"", ""file"": ""lib/core/models/activity.dart"", ""line"": ""448"", ""snippet"": ""required String alertType,""}, {""kind"": ""occurrence"", ""file"": ""lib/core/models/activity.dart"", ""line"": ""458"", ""snippet"": ""'alertType': alertType,""}, {""kind"": ""occurrence"", ""file"": ""lib/features/climate/domain/usecases/should_pulse_alert_usecase.dart"", ""line"": ""53"", ""snippet"": ""/// [alertType] Specific alert type to check for (optional)""}]",export missing,manual_review
symbol,acknowledge,lib/core/services/monitoring/alerting_service.dart,54,12†lib\core\services\monitoring\alerting_service.dart:54,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,AlertRule,lib/core/services/monitoring/alerting_service.dart,76,12†lib\core\services\monitoring\alerting_service.dart:76,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,canTrigger,lib/core/services/monitoring/alerting_service.dart,97,12†lib\core\services\monitoring\alerting_service.dart:97,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,markTriggered,lib/core/services/monitoring/alerting_service.dart,102,12†lib\core\services\monitoring\alerting_service.dart:102,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,AlertingService,lib/core/services/monitoring/alerting_service.dart,108,12†lib\core\services\monitoring\alerting_service.dart:108,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,avgResponseTime,lib/core/services/monitoring/alerting_service.dart,187,12†lib\core\services\monitoring\alerting_service.dart:187,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,registerRule,lib/core/services/monitoring/alerting_service.dart,217,12†lib\core\services\monitoring\alerting_service.dart:217,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,unregisterRule,lib/core/services/monitoring/alerting_service.dart,223,12†lib\core\services\monitoring\alerting_service.dart:223,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,evaluateRules,lib/core/services/monitoring/alerting_service.dart,251,12†lib\core\services\monitoring\alerting_service.dart:251,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,acknowledgeAll,lib/core/services/monitoring/alerting_service.dart,328,12†lib\core\services\monitoring\alerting_service.dart:328,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getCriticalAlerts,lib/core/services/monitoring/alerting_service.dart,360,12†lib\core\services\monitoring\alerting_service.dart:360,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getUnacknowledgedCount,lib/core/services/monitoring/alerting_service.dart,368,12†lib\core\services\monitoring\alerting_service.dart:368,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,HealthStatus,lib/core/services/monitoring/health_check_service.dart,10,12†lib\core\services\monitoring\health_check_service.dart:10,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,HealthCheckResult,lib/core/services/monitoring/health_check_service.dart,18,12†lib\core\services\monitoring\health_check_service.dart:18,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,SystemHealthReport,lib/core/services/monitoring/health_check_service.dart,50,12†lib\core\services\monitoring\health_check_service.dart:50,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,HealthCheckService,lib/core/services/monitoring/health_check_service.dart,87,12†lib\core\services\monitoring\health_check_service.dart:87,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,unregisterHealthCheck,lib/core/services/monitoring/health_check_service.dart,160,12†lib\core\services\monitoring\health_check_service.dart:160,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,checkComponent,lib/core/services/monitoring/health_check_service.dart,167,12†lib\core\services\monitoring\health_check_service.dart:167,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,checkAllComponents,lib/core/services/monitoring/health_check_service.dart,216,12†lib\core\services\monitoring\health_check_service.dart:216,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,startAutoHealthChecks,lib/core/services/monitoring/health_check_service.dart,252,12†lib\core\services\monitoring\health_check_service.dart:252,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,stopAutoHealthChecks,lib/core/services/monitoring/health_check_service.dart,273,12†lib\core\services\monitoring\health_check_service.dart:273,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,keyCount,lib/core/services/monitoring/health_check_service.dart,353,12†lib\core\services\monitoring\health_check_service.dart:353,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MetricCategory,lib/core/services/monitoring/metrics_collector_service.dart,9,12†lib\core\services\monitoring\metrics_collector_service.dart:9,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MetricDataPoint,lib/core/services/monitoring/metrics_collector_service.dart,18,12†lib\core\services\monitoring\metrics_collector_service.dart:18,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,AggregatedMetric,lib/core/services/monitoring/metrics_collector_service.dart,43,12†lib\core\services\monitoring\metrics_collector_service.dart:43,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MetricsReport,lib/core/services/monitoring/metrics_collector_service.dart,77,12†lib\core\services\monitoring\metrics_collector_service.dart:77,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MetricsCollectorService,lib/core/services/monitoring/metrics_collector_service.dart,99,12†lib\core\services\monitoring\metrics_collector_service.dart:99,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,dataPoints,lib/core/services/monitoring/metrics_collector_service.dart,231,12†lib\core\services\monitoring\metrics_collector_service.dart:231,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,aggregatedMetrics,lib/core/services/monitoring/metrics_collector_service.dart,265,12†lib\core\services\monitoring\metrics_collector_service.dart:265,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,startAutoFlush,lib/core/services/monitoring/metrics_collector_service.dart,295,12†lib\core\services\monitoring\metrics_collector_service.dart:295,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,stopAutoFlush,lib/core/services/monitoring/metrics_collector_service.dart,308,12†lib\core\services\monitoring\metrics_collector_service.dart:308,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,getBufferSize,lib/core/services/monitoring/metrics_collector_service.dart,319,12†lib\core\services\monitoring\metrics_collector_service.dart:319,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,MetricType,lib/core/services/monitoring/performance_monitoring_service.dart,10,12†lib\core\services\monitoring\performance_monitoring_service.dart:10,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PerformanceMeasurement,lib/core/services/monitoring/performance_monitoring_service.dart,24,12†lib\core\services\monitoring\performance_monitoring_service.dart:24,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PerformanceReport,lib/core/services/monitoring/performance_monitoring_service.dart,83,12†lib\core\services\monitoring\performance_monitoring_service.dart:83,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PerformanceStats,lib/core/services/monitoring/performance_monitoring_service.dart,110,12†lib\core\services\monitoring\performance_monitoring_service.dart:110,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PerformanceMonitoringService,lib/core/services/monitoring/performance_monitoring_service.dart,141,12†lib\core\services\monitoring\performance_monitoring_service.dart:141,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,recordAppStartup,lib/core/services/monitoring/performance_monitoring_service.dart,285,12†lib\core\services\monitoring\performance_monitoring_service.dart:285,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,recordScreenLoad,lib/core/services/monitoring/performance_monitoring_service.dart,305,12†lib\core\services\monitoring\performance_monitoring_service.dart:305,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,recentMeasurements,lib/core/services/monitoring/performance_monitoring_service.dart,326,12†lib\core\services\monitoring\performance_monitoring_service.dart:326,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,statsByType,lib/core/services/monitoring/performance_monitoring_service.dart,330,12†lib\core\services\monitoring\performance_monitoring_service.dart:330,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,slowOperations,lib/core/services/monitoring/performance_monitoring_service.dart,364,12†lib\core\services\monitoring\performance_monitoring_service.dart:364,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,uptime,lib/core/services/monitoring/performance_monitoring_service.dart,412,12†lib\core\services\monitoring\performance_monitoring_service.dart:412,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,clearOldMeasurements,lib/core/services/monitoring/performance_monitoring_service.dart,427,12†lib\core\services\monitoring\performance_monitoring_service.dart:427,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,resetMeasurements,lib/core/services/monitoring/performance_monitoring_service.dart,437,12†lib\core\services\monitoring\performance_monitoring_service.dart:437,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,NetworkService,lib/core/services/network_service.dart,7,12†lib\core\services\network_service.dart:7,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,isBackendAvailable,lib/core/services/network_service.dart,62,12†lib\core\services\network_service.dart:62,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,statusCode,lib/core/services/network_service.dart,184,12†lib\core\services\network_service.dart:184,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,NetworkException,lib/core/services/network_service.dart,231,12†lib\core\services\network_service.dart:231,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,NetworkExceptionType,lib/core/services/network_service.dart,249,12†lib\core\services\network_service.dart:249,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,hourlyPoints,lib/core/services/open_meteo_service.dart,125,12†lib\core\services\open_meteo_service.dart:125,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,dailyPoints,lib/core/services/open_meteo_service.dart,136,12†lib\core\services\open_meteo_service.dart:136,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,PrecipPoint,lib/core/services/open_meteo_service.dart,172,12†lib\core\services\open_meteo_service.dart:172,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,CompressionStrategy,lib/core/services/performance/data_compression_service.dart,11,12†lib\core\services\performance\data_compression_service.dart:11,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,CompressionResult,lib/core/services/performance/data_compression_service.dart,29,12†lib\core\services\performance\data_compression_service.dart:29,unused_symbols,high,likely_orphan,[],export missing,archive
symbol,CompressionStatistics,lib/core/services/performance/data_compression_service.dart,70,12†lib\core\services\performance\data_compression_service.dart:70,unused_symbols,high,likely_orphan,[],export missing,archive
