"File","Path","Line","String"
"lib/main.dart","lib/main.dart",12,"'PermaCalendar'"
"lib/features/home/home_screen.dart","lib/features/home/home_screen.dart",45,"'Mon Jardin'"
"lib/shared/widgets/buttons.dart","lib/shared/widgets/buttons.dart",10,"'Valider'"
"lib/shared/widgets/buttons.dart","lib/shared/widgets/buttons.dart",11,"'Annuler'"
"lib/features/settings/settings_page.dart","lib/features/settings/settings_page.dart",20,"'Paramètres'"
