File,Key,Action,Value Preview,ICU Warning
intl_de.arb,@settings_restore_warning_content,Added,"OrderedDict([('description', 'Contenu warning rest",
intl_de.arb,settings_restore_success,Added,Restauration réussie ! Veuillez redémarrer l'appli,
intl_de.arb,@settings_restore_success,Added,"OrderedDict([('description', 'Succès restauration'",
intl_de.arb,settings_backup_error,Added,Échec de la sauvegarde : {error},YES
intl_de.arb,@settings_backup_error,Added,"OrderedDict([('description', 'Erreur sauvegarde'),",
intl_de.arb,settings_restore_error,Added,Échec de la restauration : {error},YES
intl_de.arb,@settings_restore_error,Added,"OrderedDict([('description', 'Erreur restauration'",
intl_de.arb,@task_editor_title_new,Added,"OrderedDict([('description', 'Titre dialogue nouve",
intl_de.arb,@task_editor_title_edit,Added,"OrderedDict([('description', 'Titre dialogue modif",
intl_de.arb,@activity_screen_title,Added,"OrderedDict([('description', ""Titre de l'écran des",
intl_de.arb,@activity_tab_recent_garden,Added,"OrderedDict([('description', 'Titre onglet récente",
intl_de.arb,@activity_tab_recent_global,Added,"OrderedDict([('description', 'Titre onglet récente",
intl_de.arb,@activity_tab_history,Added,"OrderedDict([('description', 'Titre onglet histori",
intl_de.arb,@activity_history_section_title,Added,"OrderedDict([('description', 'Titre section histor",
intl_de.arb,@activity_history_empty,Added,"OrderedDict([('description', 'Message vide histori",
intl_de.arb,@activity_empty_title,Added,"OrderedDict([('description', 'Titre vide activités",
intl_de.arb,@activity_empty_subtitle,Added,"OrderedDict([('description', 'Sous-titre vide acti",
intl_de.arb,@activity_error_loading,Added,"OrderedDict([('description', 'Erreur chargement')]",
intl_de.arb,@activity_priority_important,Added,"OrderedDict([('description', 'Priorité importante'",
intl_de.arb,@activity_priority_normal,Added,"OrderedDict([('description', 'Priorité normale')])",
intl_de.arb,@activity_time_just_now,Added,"OrderedDict([('description', ""Temps: à l'instant"")",
intl_de.arb,@activity_time_minutes_ago,Added,"OrderedDict([('description', 'Temps: minutes'), ('",
intl_de.arb,@activity_time_hours_ago,Added,"OrderedDict([('description', 'Temps: heures'), ('p",
intl_de.arb,@activity_time_days_ago,Added,"OrderedDict([('description', 'Temps: jours'), ('pl",
intl_de.arb,@activity_metadata_garden,Added,"OrderedDict([('description', 'Metadata jardin'), (",
intl_de.arb,@activity_metadata_bed,Added,"OrderedDict([('description', 'Metadata parcelle'),",
intl_de.arb,@activity_metadata_plant,Added,"OrderedDict([('description', 'Metadata plante'), (",
intl_de.arb,@activity_metadata_quantity,Added,"OrderedDict([('description', 'Metadata quantité'),",
intl_de.arb,@activity_metadata_date,Added,"OrderedDict([('description', 'Metadata date'), ('p",
intl_de.arb,@activity_metadata_maintenance,Added,"OrderedDict([('description', 'Metadata maintenance",
intl_de.arb,@activity_metadata_weather,Added,"OrderedDict([('description', 'Metadata météo'), ('",
intl_de.arb,@task_editor_title_field,Added,"OrderedDict([('description', 'Label champ titre')]",
intl_de.arb,@history_hint_title,Added,"OrderedDict([('description', 'Titre carte hint his",
intl_de.arb,@history_hint_body,Added,"OrderedDict([('description', 'Corps carte hint his",
intl_de.arb,@history_hint_action,Added,"OrderedDict([('description', 'Action carte hint hi",
intl_de.arb,@activity_desc_garden_created,Added,"OrderedDict([('description', 'Desc act création ja",
intl_de.arb,@activity_desc_bed_created,Added,"OrderedDict([('description', 'Desc act création pa",
intl_de.arb,@activity_desc_planting_created,Added,"OrderedDict([('description', 'Desc act création pl",
intl_de.arb,@activity_desc_germination,Added,"OrderedDict([('description', 'Desc act germination",
intl_de.arb,@activity_desc_harvest,Added,"OrderedDict([('description', 'Desc act récolte'), ",
intl_de.arb,@activity_desc_maintenance,Added,"OrderedDict([('description', 'Desc act maintenance",
intl_de.arb,@activity_desc_garden_deleted,Added,"OrderedDict([('description', 'Desc act suppression",
intl_de.arb,@activity_desc_bed_deleted,Added,"OrderedDict([('description', 'Desc act suppression",
intl_de.arb,@activity_desc_planting_deleted,Added,"OrderedDict([('description', 'Desc act suppression",
intl_de.arb,@activity_desc_garden_updated,Added,"OrderedDict([('description', 'Desc act màj jardin'",
intl_de.arb,@activity_desc_bed_updated,Added,"OrderedDict([('description', 'Desc act màj parcell",
intl_de.arb,@activity_desc_planting_updated,Added,"OrderedDict([('description', 'Desc act màj plantat",
intl_de.arb,@planting_steps_title,Added,"OrderedDict([('description', 'Titre widget Pas-à-p",
intl_de.arb,@planting_steps_add_button,Added,"OrderedDict([('description', 'Label bouton ajouter",
intl_de.arb,@planting_steps_see_less,Added,"OrderedDict([('description', 'Bouton replier')])",
intl_de.arb,@planting_steps_see_all,Added,"OrderedDict([('description', 'Bouton voir tout')])",
intl_de.arb,@planting_steps_empty,Added,"OrderedDict([('description', 'Message vide étapes'",
intl_de.arb,@planting_steps_more,Added,"OrderedDict([('description', 'Label x autres étape",
intl_de.arb,@planting_steps_prediction_badge,Added,"OrderedDict([('description', 'Badge prédiction')])",
intl_de.arb,@planting_steps_date_prefix,Added,"OrderedDict([('description', 'Préfixe date étape')",
intl_de.arb,@planting_steps_done,Added,"OrderedDict([('description', 'Label fait')])",
intl_de.arb,@planting_steps_mark_done,Added,"OrderedDict([('description', 'Bouton marquer fait'",
intl_de.arb,@planting_steps_dialog_title,Added,"OrderedDict([('description', 'Titre dialog ajout é",
intl_de.arb,@planting_steps_dialog_hint,Added,"OrderedDict([('description', 'Hint dialog ajout ét",
intl_de.arb,@planting_steps_dialog_add,Added,"OrderedDict([('description', 'Bouton valider ajout",
intl_de.arb,@planting_card_sown_date,Added,"OrderedDict([('description', 'Label sémé le'), ('p",
intl_de.arb,@planting_card_planted_date,Added,"OrderedDict([('description', 'Label planté le'), (",
intl_de.arb,@planting_card_harvest_estimate,Added,"OrderedDict([('description', 'Label récolte estimé",
intl_de.arb,@task_editor_error_title_required,Added,"OrderedDict([('description', 'Erreur validation ti",
intl_de.arb,@task_editor_garden_all,Added,"OrderedDict([('description', 'Option tous les jard",
intl_de.arb,@task_editor_zone_label,Added,"OrderedDict([('description', 'Label champ zone')])",
intl_de.arb,@task_editor_zone_none,Added,"OrderedDict([('description', 'Option aucune zone')",
intl_de.arb,@task_editor_zone_empty,Added,"OrderedDict([('description', 'Message aucune parce",
intl_de.arb,@task_editor_description_label,Added,"OrderedDict([('description', 'Label champ descript",
intl_de.arb,@task_editor_date_label,Added,"OrderedDict([('description', 'Label champ date')])",
intl_de.arb,@task_editor_time_label,Added,"OrderedDict([('description', 'Label champ heure')]",
intl_de.arb,@task_editor_duration_label,Added,"OrderedDict([('description', 'Label champ durée')]",
intl_de.arb,@task_editor_duration_other,Added,"OrderedDict([('description', 'Option durée autre')",
intl_de.arb,@task_editor_type_label,Added,"OrderedDict([('description', 'Label champ type')])",
intl_de.arb,@task_editor_priority_label,Added,"OrderedDict([('description', 'Label champ priorité",
intl_de.arb,@task_editor_urgent_label,Added,"OrderedDict([('description', 'Label switch urgent'",
intl_de.arb,@task_editor_option_none,Added,"OrderedDict([('description', 'Option export aucune",
intl_de.arb,@task_editor_option_share,Added,"OrderedDict([('description', 'Option export partag",
intl_de.arb,@task_editor_option_pdf,Added,"OrderedDict([('description', 'Option export PDF')]",
intl_de.arb,@task_editor_option_docx,Added,"OrderedDict([('description', 'Option export Word')",
intl_de.arb,@task_editor_export_label,Added,"OrderedDict([('description', 'Label champ export')",
intl_de.arb,@task_editor_photo_placeholder,Added,"OrderedDict([('description', 'Bouton photo placeho",
intl_de.arb,@task_editor_action_create,Added,"OrderedDict([('description', 'Bouton créer')])",
intl_de.arb,@task_editor_action_save,Added,"OrderedDict([('description', 'Bouton enregistrer')",
intl_de.arb,@task_editor_action_cancel,Added,"OrderedDict([('description', 'Bouton annuler')])",
intl_de.arb,@task_editor_assignee_label,Added,"OrderedDict([('description', 'Label champ assigné ",
intl_de.arb,@task_editor_assignee_add,Added,"OrderedDict([('description', 'Action ajouter assig",
intl_de.arb,@task_editor_assignee_none,Added,"OrderedDict([('description', 'Message aucun résult",
intl_de.arb,@task_editor_recurrence_label,Added,"OrderedDict([('description', 'Label champ récurren",
intl_de.arb,@task_editor_recurrence_none,Added,"OrderedDict([('description', 'Option récurrence au",
intl_de.arb,@task_editor_recurrence_interval,Added,"OrderedDict([('description', 'Option récurrence in",
intl_de.arb,@task_editor_recurrence_weekly,Added,"OrderedDict([('description', 'Option récurrence he",
intl_de.arb,@task_editor_recurrence_monthly,Added,"OrderedDict([('description', 'Option récurrence me",
intl_de.arb,@task_editor_recurrence_repeat_label,Added,"OrderedDict([('description', 'Label répéter tous l",
intl_de.arb,@task_editor_recurrence_days_suffix,Added,"OrderedDict([('description', 'Suffixe jours')])",
intl_de.arb,@task_kind_generic,Added,"OrderedDict([('description', 'Type tâche générique",
intl_de.arb,@task_kind_repair,Added,"OrderedDict([('description', 'Type tâche réparatio",
intl_de.arb,@soil_temp_title,Added,"OrderedDict([('description', 'Titre écran températ",
intl_de.arb,@soil_temp_chart_error,Added,"OrderedDict([('description', 'Erreur affichage gra",
intl_de.arb,@soil_temp_about_title,Added,"OrderedDict([('description', 'Titre section à prop",
intl_de.arb,@soil_temp_about_content,Added,"OrderedDict([('description', 'Contenu section à pr",
intl_de.arb,@soil_temp_formula_label,Added,"OrderedDict([('description', 'Label formule')])",
intl_de.arb,@soil_temp_formula_content,Added,"OrderedDict([('description', 'Contenu formule')])",
intl_de.arb,@soil_temp_current_label,Added,"OrderedDict([('description', 'Label température ac",
intl_de.arb,@soil_temp_action_measure,Added,"OrderedDict([('description', 'Bouton modifier/mesu",
intl_de.arb,@soil_temp_measure_hint,Added,"OrderedDict([('description', 'Hint mesure manuelle",
intl_de.arb,@soil_temp_catalog_error,Added,"OrderedDict([('description', 'Erreur catalogue'), ",
intl_de.arb,@soil_temp_advice_error,Added,"OrderedDict([('description', 'Erreur chargement co",
intl_de.arb,@soil_temp_db_empty,Added,"OrderedDict([('description', 'Message DB vide')])",
intl_de.arb,@soil_temp_reload_plants,Added,"OrderedDict([('description', 'Bouton recharger pla",
intl_de.arb,@soil_temp_no_advice,Added,"OrderedDict([('description', 'Message aucun consei",
intl_de.arb,@soil_advice_status_ideal,Added,"OrderedDict([('description', 'Statut conseil optim",
intl_de.arb,@soil_advice_status_sow_now,Added,"OrderedDict([('description', 'Statut conseil semer",
intl_de.arb,@soil_advice_status_sow_soon,Added,"OrderedDict([('description', 'Statut conseil bient",
intl_de.arb,@soil_advice_status_wait,Added,"OrderedDict([('description', 'Statut conseil atten",
intl_de.arb,@soil_sheet_title,Added,"OrderedDict([('description', 'Titre sheet temp sol",
intl_de.arb,@soil_sheet_last_measure,Added,"OrderedDict([('description', 'Info dernière mesure",
intl_de.arb,@soil_sheet_new_measure,Added,"OrderedDict([('description', 'Titre section nouvel",
intl_de.arb,@soil_sheet_input_label,Added,"OrderedDict([('description', 'Label champ input te",
intl_de.arb,@soil_sheet_input_error,Added,"OrderedDict([('description', 'Erreur validation in",
intl_de.arb,@soil_sheet_input_hint,Added,"OrderedDict([('description', 'Hint input')])",
intl_de.arb,@soil_sheet_action_cancel,Added,"OrderedDict([('description', 'Bouton annuler')])",
intl_de.arb,@soil_sheet_action_save,Added,"OrderedDict([('description', 'Bouton sauvegarder')",
intl_de.arb,@soil_sheet_snack_invalid,Added,"OrderedDict([('description', 'Snack valeur invalid",
intl_de.arb,@soil_sheet_snack_success,Added,"OrderedDict([('description', 'Snack succès sauvega",
intl_de.arb,@soil_sheet_snack_error,Added,"OrderedDict([('description', 'Snack erreur sauvega",
intl_de.arb,@weather_screen_title,Added,"OrderedDict([('description', 'Titre écran météo')]",
intl_de.arb,@weather_provider_credit,Added,"OrderedDict([('description', 'Crédit fournisseur d",
intl_de.arb,@weather_error_loading,Added,"OrderedDict([('description', 'Erreur chargement mé",
intl_de.arb,@weather_action_retry,Added,"OrderedDict([('description', 'Bouton réessayer')])",
intl_de.arb,@weather_header_next_24h,Added,"OrderedDict([('description', 'Header prochaines 24",
intl_de.arb,@weather_header_daily_summary,Added,"OrderedDict([('description', 'Header résumé jour')",
intl_de.arb,@weather_header_precipitations,Added,"OrderedDict([('description', 'Header précipitation",
intl_de.arb,@weather_label_wind,Added,"OrderedDict([('description', 'Label vent')])",
intl_de.arb,@weather_label_pressure,Added,"OrderedDict([('description', 'Label pression')])",
intl_de.arb,@weather_label_sun,Added,"OrderedDict([('description', 'Label soleil')])",
intl_de.arb,@weather_label_astro,Added,"OrderedDict([('description', 'Label astres')])",
intl_de.arb,@weather_data_speed,Added,"OrderedDict([('description', 'Label vitesse vent')",
intl_de.arb,@weather_data_gusts,Added,"OrderedDict([('description', 'Label rafales')])",
intl_de.arb,@weather_data_sunrise,Added,"OrderedDict([('description', 'Label lever soleil')",
intl_de.arb,@weather_data_sunset,Added,"OrderedDict([('description', 'Label coucher soleil",
intl_de.arb,@weather_data_rain,Added,"OrderedDict([('description', 'Label pluie')])",
intl_de.arb,@weather_data_max,Added,"OrderedDict([('description', 'Label temp max')])",
intl_de.arb,@weather_data_min,Added,"OrderedDict([('description', 'Label temp min')])",
intl_de.arb,@weather_data_wind_max,Added,"OrderedDict([('description', 'Label vent max')])",
intl_de.arb,@weather_pressure_high,Added,"OrderedDict([('description', 'Pression haute')])",
intl_de.arb,@weather_pressure_low,Added,"OrderedDict([('description', 'Pression basse')])",
intl_de.arb,@weather_today_label,Added,"OrderedDict([('description', ""Label aujourd'hui"")]",
intl_de.arb,@moon_phase_new,Added,"OrderedDict([('description', 'Phase nouvelle lune'",
intl_de.arb,@moon_phase_waxing_crescent,Added,"OrderedDict([('description', 'Phase premier croiss",
intl_de.arb,@moon_phase_first_quarter,Added,"OrderedDict([('description', 'Phase premier quarti",
intl_de.arb,@moon_phase_waxing_gibbous,Added,"OrderedDict([('description', 'Phase gibbeuse crois",
intl_de.arb,@moon_phase_full,Added,"OrderedDict([('description', 'Phase pleine lune')]",
intl_de.arb,@moon_phase_waning_gibbous,Added,"OrderedDict([('description', 'Phase gibbeuse décro",
intl_de.arb,@moon_phase_last_quarter,Added,"OrderedDict([('description', 'Phase dernier quarti",
intl_de.arb,@moon_phase_waning_crescent,Added,"OrderedDict([('description', 'Phase dernier croiss",
intl_de.arb,@task_kind_buy,Added,"OrderedDict([('description', 'Type tâche achat')])",
intl_de.arb,@task_kind_clean,Added,"OrderedDict([('description', 'Type tâche nettoyage",
intl_de.arb,@task_kind_watering,Added,"OrderedDict([('description', 'Type tâche arrosage'",
intl_de.arb,@task_kind_seeding,Added,"OrderedDict([('description', 'Type tâche semis')])",
intl_de.arb,@task_kind_pruning,Added,"OrderedDict([('description', 'Type tâche taille')]",
intl_de.arb,@task_kind_weeding,Added,"OrderedDict([('description', 'Type tâche désherbag",
intl_de.arb,@task_kind_amendment,Added,"OrderedDict([('description', 'Type tâche amendemen",
intl_de.arb,@task_kind_treatment,Added,"OrderedDict([('description', 'Type tâche traitemen",
intl_de.arb,@task_kind_harvest,Added,"OrderedDict([('description', 'Type tâche récolte')",
intl_de.arb,@task_kind_winter_protection,Added,"OrderedDict([('description', 'Type tâche hivernage",
intl_de.arb,@harvest_price_label,Added,"OrderedDict([('description', 'Libellé pour le cham",
intl_de.arb,@stats_screen_title,Added,"OrderedDict([('description', 'Titre écran statisti",
intl_de.arb,@stats_screen_subtitle,Added,"OrderedDict([('description', 'Sous-titre écran sta",
intl_de.arb,@kpi_alignment_title,Added,"OrderedDict([('description', 'Titre KPI Alignement",
intl_de.arb,@kpi_alignment_description,Added,"OrderedDict([('description', 'Description KPI Alig",
intl_de.arb,@kpi_alignment_cta,Added,"OrderedDict([('description', 'CTA KPI Alignement')",
intl_de.arb,@kpi_alignment_aligned,Added,"OrderedDict([('description', 'Label aligné')])",
intl_de.arb,@kpi_alignment_total,Added,"OrderedDict([('description', 'Label Total')])",
intl_de.arb,@kpi_alignment_aligned_actions,Added,"OrderedDict([('description', 'Label Actions Aligné",
intl_de.arb,@kpi_alignment_misaligned_actions,Added,"OrderedDict([('description', 'Label Actions Décalé",
intl_de.arb,@kpi_alignment_calculating,Added,"OrderedDict([('description', 'Message calcul align",
intl_de.arb,@kpi_alignment_error,Added,"OrderedDict([('description', 'Message erreur align",
intl_de.arb,@pillar_economy_title,Added,"OrderedDict([('description', 'Titre Pilier Économi",
intl_de.arb,@pillar_nutrition_title,Added,"OrderedDict([('description', 'Titre Pilier Nutriti",
intl_de.arb,@pillar_export_title,Added,"OrderedDict([('description', 'Titre Pilier Export'",
intl_de.arb,@pillar_economy_label,Added,"OrderedDict([('description', 'Label Pilier Économi",
intl_de.arb,@pillar_nutrition_label,Added,"OrderedDict([('description', 'Label Pilier Nutriti",
intl_de.arb,@pillar_export_label,Added,"OrderedDict([('description', 'Label Pilier Export'",
intl_de.arb,@pillar_export_button,Added,"OrderedDict([('description', 'Bouton Pilier Export",
intl_de.arb,@stats_economy_title,Added,"OrderedDict([('description', 'Titre écran économie",
intl_de.arb,@stats_economy_no_harvest,Added,"OrderedDict([('description', 'Message vide économi",
intl_de.arb,@stats_economy_no_harvest_desc,Added,"OrderedDict([('description', 'Sous-titre vide écon",
intl_de.arb,@stats_kpi_total_revenue,Added,"OrderedDict([('description', 'KPI Revenu Total')])",
intl_de.arb,@stats_kpi_total_volume,Added,"OrderedDict([('description', 'KPI Volume Total')])",
intl_de.arb,@stats_kpi_avg_price,Added,"OrderedDict([('description', 'KPI Prix Moyen')])",
intl_de.arb,@stats_top_cultures_title,Added,"OrderedDict([('description', 'Titre Top Cultures')",
intl_de.arb,@stats_top_cultures_no_data,Added,"OrderedDict([('description', 'Vide Top Cultures')]",
intl_de.arb,@stats_top_cultures_percent_revenue,Added,"OrderedDict([('description', 'Suffixe pourcentage ",
intl_de.arb,@stats_monthly_revenue_title,Added,"OrderedDict([('description', 'Titre Revenu Mensuel",
intl_de.arb,@stats_monthly_revenue_no_data,Added,"OrderedDict([('description', 'Vide Revenu Mensuel'",
intl_de.arb,@stats_dominant_culture_title,Added,"OrderedDict([('description', 'Titre Culture Domina",
intl_de.arb,@stats_annual_evolution_title,Added,"OrderedDict([('description', 'Titre Évolution Annu",
intl_de.arb,@stats_crop_distribution_title,Added,"OrderedDict([('description', 'Titre Répartition Cu",
intl_de.arb,@stats_crop_distribution_others,Added,"OrderedDict([('description', 'Label Autres pie cha",
intl_de.arb,@stats_key_months_title,Added,"OrderedDict([('description', 'Titre Mois Clés')])",
intl_de.arb,@stats_most_profitable,Added,"OrderedDict([('description', 'Label plus rentable'",
intl_de.arb,@stats_least_profitable,Added,"OrderedDict([('description', 'Label moins rentable",
intl_de.arb,@stats_auto_summary_title,Added,"OrderedDict([('description', 'Titre Synthèse Autom",
intl_de.arb,@stats_revenue_history_title,Added,"OrderedDict([('description', 'Titre Historique Rev",
intl_de.arb,@stats_profitability_cycle_title,Added,"OrderedDict([('description', 'Titre Cycle Rentabil",
intl_de.arb,@stats_table_crop,Added,"OrderedDict([('description', 'Header colonne Cultu",
intl_de.arb,@stats_table_days,Added,"OrderedDict([('description', 'Header colonne Jours",
intl_de.arb,@stats_table_revenue,Added,"OrderedDict([('description', 'Header colonne Reven",
intl_de.arb,@stats_table_type,Added,"OrderedDict([('description', 'Header colonne Type'",
intl_de.arb,@stats_type_fast,Added,"OrderedDict([('description', 'Type culture rapide'",
intl_de.arb,@nutrition_page_title,Added,"OrderedDict([('description', 'Titre écrant nutriti",
intl_de.arb,@nutrition_seasonal_dynamics_title,Added,"OrderedDict([('description', 'Titre dynamique sais",
intl_de.arb,@nutrition_seasonal_dynamics_desc,Added,"OrderedDict([('description', 'Desc dynamique saiso",
intl_de.arb,@nutrition_no_harvest_month,Added,"OrderedDict([('description', 'Vide mois')])",
intl_de.arb,@nutrition_major_minerals_title,Added,"OrderedDict([('description', 'Titre minéraux majeu",
intl_de.arb,@nutrition_trace_elements_title,Added,"OrderedDict([('description', 'Titre oligo éléments",
intl_de.arb,@nutrition_no_data_period,Added,"OrderedDict([('description', 'Pas de données chart",
intl_de.arb,@nutrition_no_major_minerals,Added,"OrderedDict([('description', 'Vide chart majeurs')",
intl_de.arb,@nutrition_no_trace_elements,Added,"OrderedDict([('description', 'Vide chart oligo')])",
intl_de.arb,@nutrition_month_dynamics_title,Added,"OrderedDict([('description', 'Titre dynamique mois",
intl_de.arb,@nutrition_dominant_production,Added,"OrderedDict([('description', 'Label production dom",
intl_de.arb,@nutrition_nutrients_origin,Added,"OrderedDict([('description', 'Note origine nutrime",
intl_de.arb,export_field_bed_id,Added,ID Parcelle,
intl_de.arb,export_field_bed_surface,Added,Surface (m²),
intl_de.arb,export_field_bed_plant_count,Added,Nb Plantes,
intl_de.arb,export_field_plant_name,Added,Nom commun,
intl_de.arb,export_field_plant_id,Added,ID Plante,
intl_de.arb,export_field_plant_scientific,Added,Nom scientifique,
intl_de.arb,export_field_plant_family,Added,Famille,
intl_de.arb,export_field_plant_variety,Added,Variété,
intl_de.arb,export_field_harvest_date,Added,Date Récolte,
intl_de.arb,export_field_harvest_qty,Added,Quantité (kg),
intl_de.arb,export_field_harvest_plant_name,Added,Plante,
intl_de.arb,export_field_harvest_price,Added,Prix/kg,
intl_de.arb,export_field_harvest_value,Added,Valeur Totale,
intl_de.arb,export_field_harvest_notes,Added,Notes,
intl_de.arb,export_field_harvest_garden_name,Added,Jardin,
intl_de.arb,export_field_harvest_garden_id,Added,ID Jardin,
intl_de.arb,export_field_harvest_bed_name,Added,Parcelle,
intl_de.arb,export_field_harvest_bed_id,Added,ID Parcelle,
intl_de.arb,export_field_activity_date,Added,Date,
intl_de.arb,export_field_activity_type,Added,Type,
intl_de.arb,export_field_activity_title,Added,Titre,
intl_de.arb,export_field_activity_desc,Added,Description,
intl_de.arb,export_field_activity_entity,Added,Entité Cible,
intl_de.arb,export_field_activity_entity_id,Added,ID Cible,
intl_de.arb,export_activity_type_garden_created,Added,Création de jardin,
intl_de.arb,export_activity_type_garden_updated,Added,Mise à jour du jardin,
intl_de.arb,export_activity_type_garden_deleted,Added,Suppression de jardin,
intl_de.arb,export_activity_type_bed_created,Added,Création de parcelle,
intl_de.arb,export_activity_type_bed_updated,Added,Mise à jour de parcelle,
intl_de.arb,export_activity_type_bed_deleted,Added,Suppression de parcelle,
intl_de.arb,export_activity_type_planting_created,Added,Nouvelle plantation,
intl_de.arb,export_activity_type_planting_updated,Added,Mise à jour plantation,
intl_de.arb,export_activity_type_planting_deleted,Added,Suppression plantation,
intl_de.arb,export_activity_type_harvest,Added,Récolte,
intl_de.arb,export_activity_type_maintenance,Added,Entretien,
intl_de.arb,export_activity_type_weather,Added,Météo,
intl_de.arb,export_activity_type_error,Added,Erreur,
intl_de.arb,export_excel_total,Added,TOTAL,
intl_de.arb,export_excel_unknown,Added,Inconnu,
intl_de.arb,export_field_advanced_suffix,Added, (Avancé),
intl_de.arb,export_field_desc_garden_name,Added,Nom donné au jardin,
intl_de.arb,export_field_desc_garden_id,Added,Identifiant unique technique,
intl_de.arb,export_field_desc_garden_surface,Added,Surface totale du jardin,
intl_de.arb,export_field_desc_garden_creation,Added,Date de création dans l'application,
intl_de.arb,export_field_desc_bed_name,Added,Nom de la parcelle,
intl_de.arb,export_field_desc_bed_id,Added,Identifiant unique technique,
intl_de.arb,export_field_desc_bed_surface,Added,Surface de la parcelle,
intl_de.arb,export_field_desc_bed_plant_count,Added,Nombre de cultures en place (actuel),
intl_de.arb,export_field_desc_plant_name,Added,Nom usuel de la plante,
intl_de.arb,export_field_desc_plant_id,Added,Identifiant unique technique,
intl_de.arb,export_field_desc_plant_scientific,Added,Dénomination botanique,
intl_de.arb,export_field_desc_plant_family,Added,Famille botanique,
intl_de.arb,export_field_desc_plant_variety,Added,Variété spécifique,
intl_de.arb,export_field_desc_harvest_date,Added,Date de l'événement de récolte,
intl_de.arb,export_field_desc_harvest_qty,Added,Poids récolté en kg,
intl_de.arb,export_field_desc_harvest_plant_name,Added,Nom de la plante récoltée,
intl_de.arb,export_field_desc_harvest_price,Added,Prix au kg configuré,
intl_de.arb,export_field_desc_harvest_value,Added,Quantité * Prix/kg,
intl_de.arb,export_field_desc_harvest_notes,Added,Observations saisies lors de la récolte,
intl_de.arb,export_field_desc_harvest_garden_name,Added,Nom du jardin d'origine (si disponible),
intl_de.arb,export_field_desc_harvest_garden_id,Added,Identifiant unique du jardin,
intl_de.arb,export_field_desc_harvest_bed_name,Added,Parcelle d'origine (si disponible),
intl_de.arb,export_field_desc_harvest_bed_id,Added,Identifiant parcelle,
intl_de.arb,export_field_desc_activity_date,Added,Date de l'activité,
intl_de.arb,export_field_desc_activity_type,Added,"Catégorie d'action (Semis, Récolte, Soin...)",
intl_de.arb,export_field_desc_activity_title,Added,Résumé de l'action,
intl_de.arb,export_field_desc_activity_desc,Added,Détails complets,
intl_de.arb,export_field_desc_activity_entity,Added,"Nom de l'objet concerné (Plante, Parcelle...)",
intl_de.arb,export_field_desc_activity_entity_id,Added,ID de l'objet concerné,
intl_de.arb,task_editor_photo_label,Added,Photo de la tâche,
intl_de.arb,task_editor_photo_add,Added,Ajouter une photo,
intl_de.arb,task_editor_photo_change,Added,Changer la photo,
intl_de.arb,task_editor_photo_remove,Added,Retirer la photo,
intl_de.arb,task_editor_photo_help,Added,La photo sera jointe automatiquement au PDF / Word,
intl_de.arb,export_block_nutrition,Added,Nutrition (Agrégation),
intl_de.arb,@export_block_nutrition,Added,"OrderedDict([('description', ""Label pour le bloc N",
intl_de.arb,export_block_desc_nutrition,Added,Indicateurs nutritionnels agrégés par nutriment,
intl_de.arb,@export_block_desc_nutrition,Added,"OrderedDict([('description', 'Description pour le ",
intl_de.arb,export_field_nutrient_key,Added,Clé nutriment,
intl_de.arb,export_field_nutrient_label,Added,Nutriment,
intl_de.arb,export_field_nutrient_unit,Added,Unité,
intl_de.arb,export_field_nutrient_total,Added,Total disponible,
intl_de.arb,export_field_mass_with_data_kg,Added,Masse avec données (kg),
intl_de.arb,export_field_contributing_records,Added,Nb récoltes,
intl_de.arb,export_field_data_confidence,Added,Confiance,
intl_de.arb,export_field_coverage_percent,Added,Moy. DRI (%),
intl_de.arb,export_field_lower_bound_coverage,Added,Min DRI (%),
intl_de.arb,export_field_upper_bound_coverage,Added,Max DRI (%),
intl_es.arb,@appTitle,Added,"OrderedDict([('description', ""Titre de l'applicati",
intl_es.arb,@settings_title,Added,"OrderedDict([('description', 'Titre de la page des",
intl_es.arb,@home_settings_fallback_label,Added,"OrderedDict([('description', ""Label accessibilité ",
intl_es.arb,@settings_application,Added,"OrderedDict([('description', ""Rubrique 'Applicatio",
intl_es.arb,@settings_version,Added,"OrderedDict([('description', ""Label pour la versio",
intl_es.arb,@settings_display,Added,"OrderedDict([('description', 'Titre de la section ",
intl_es.arb,@settings_weather_selector,Added,"OrderedDict([('description', 'Titre de la section ",
intl_es.arb,@settings_commune_title,Added,"OrderedDict([('description', 'Titre du paramètre C",
intl_es.arb,@settings_choose_commune,Added,"OrderedDict([('description', 'Titre/drawer pour ch",
intl_es.arb,@settings_search_commune_hint,Added,"OrderedDict([('description', 'Hint text pour la re",
intl_es.arb,@settings_commune_default,Added,"OrderedDict([('description', 'Texte indiquant la c",
intl_es.arb,@settings_commune_selected,Added,"OrderedDict([('description', 'Texte indiquant la c",
intl_es.arb,@settings_quick_access,Added,"OrderedDict([('description', 'Titre de la zone Acc",
intl_es.arb,@settings_plants_catalog,Added,"OrderedDict([('description', ""Libellé pour l'accès",
intl_es.arb,@settings_plants_catalog_subtitle,Added,"OrderedDict([('description', 'Sous-titre pour le c",
intl_es.arb,@settings_about,Added,"OrderedDict([('description', 'Titre de la section ",
intl_es.arb,@settings_user_guide,Added,"OrderedDict([('description', ""Label pour le guide ",
intl_es.arb,@settings_user_guide_subtitle,Added,"OrderedDict([('description', ""Sous-titre pour le g",
